,sf
246782,C54H103NO16S
246783,C44H83NO16S
246784,C60H115NO16S
246786,C51H93N2O7P
246787,C51H95N2O7P
246788,C45H87N2O7P
246789,C41H83N2O7P
246791,C49H91N2O7P
246792,C49H93N2O7P
246794,C43H85N2O7P
246795,C43H87N2O7P
246797,C53H97N2O7P
246798,C53H99N2O7P
246801,C51H97N2O7P
246802,C45H89N2O7P
246803,C45H91N2O7P
246804,C55H101N2O7P
246807,C53H101N2O7P
246808,C47H95N2O7P
246809,C57H105N2O7P
246810,C55H103N2O7P
246811,C55H105N2O7P
246812,C49H99N2O7P
246813,C59H109N2O7P
246814,C57H107N2O7P
246815,C57H109N2O7P
246816,C59H111N2O7P
246817,C59H113N2O7P
246818,C61H115N2O7P
246820,C61H117N2O7P
246821,C45H81N2O7P
246822,C45H83N2O7P
246823,C43H79N2O7P
246824,C43H81N2O7P
246825,C47H85N2O7P
246826,C47H87N2O7P
246827,C41H77N2O7P
246828,C41H79N2O7P
246829,C39H79N2O7P
246832,C45H85N2O7P
246833,C49H89N2O7P
246837,C47H89N2O7P
246839,C39H77N2O7P
246843,C37H75N2O7P
246845,C27H57N2O7P
246846,C33H69N2O7P
246847,C45H93N2O7P
246852,C49H101N2O7P
246854,C29H61N2O7P
246858,C47H97N2O7P
246860,C53H109N2O7P
246868,C46H87N2O6P
246877,C48H91N2O6P
246883,C50H95N2O6P
246887,C52H99N2O6P
246891,C54H103N2O6P
246893,C56H107N2O6P
246895,C58H111N2O6P
246908,C46H95N2O6P
246922,C22H47N2O6P
246923,C24H51N2O6P
246924,C30H63N2O6P
246926,C32H67N2O6P
246932,C48H99N2O6P
246934,C28H59N2O6P
246936,C23H49N2O6P
246938,C34H71N2O6P
246939,C50H103N2O6P
246975,C42H75N2O7P
246977,C40H73N2O7P
246981,C38H71N2O7P
246982,C38H73N2O7P
246995,C36H71N2O7P
246999,C34H69N2O7P
247000,C22H47N2O7P
247016,C23H49N2O7P
247039,C34H59NO3
247056,C36H61NO3
247058,C34H61NO3
247061,C32H57NO3
247062,C32H59NO3
247075,C30H57NO3
247083,C17H35NO3
247122,C36H59NO3
247124,C34H57NO3
247126,C38H63NO3
247128,C32H55NO3
247142,C30H55NO3
247146,C28H53NO3
247147,C16H31NO3
247148,C18H35NO3
247171,C34H63NO4
247198,C36H61NO4
247199,C36H63NO4
247200,C34H59NO4
247201,C34H61NO4
247202,C38H65NO4
247204,C32H57NO4
247205,C32H59NO4
247206,C30H59NO4
247214,C32H61NO4
247218,C30H57NO4
247222,C28H55NO4
247223,C16H33NO4
247224,C18H37NO4
247239,C17H35NO4
247500,C37H71N2O6P
247510,C41H73N2O6P
247512,C39H71N2O6P
247513,C39H73N2O6P
247516,C37H69N2O6P
247529,C35H69N2O6P
247534,C21H45N2O6P
247589,C41H71N2O6P
247591,C39H69N2O6P
247593,C43H75N2O6P
247595,C37H67N2O6P
247610,C35H67N2O6P
247614,C33H65N2O6P
247615,C21H43N2O6P
247642,C39H75N2O7P
247670,C41H73N2O7P
247671,C41H75N2O7P
247672,C39H71N2O7P
247673,C39H73N2O7P
247674,C43H77N2O7P
247676,C37H69N2O7P
247677,C37H71N2O7P
247679,C35H71N2O7P
247687,C37H73N2O7P
247691,C35H69N2O7P
247695,C33H67N2O7P
247696,C21H45N2O7P
247989,C60H115N2O6P
248001,C27H42O2
248035,C52H107N2O6P
248039,C47H91N2O6P
248041,C15H26O
248059,C15H26O2
248071,C63H119N2O6P
248072,C63H121N2O6P
248117,C55H113N2O6P
248145,C51H101N2O6P
248147,C61H111N2O6P
248152,C63H117N2O6P
248197,C55H111N2O6P
248201,C47H91N2O7P
248215,C15H28O8P2
248216,C47H93N2O7P
248226,C51H103N2O7P
248227,C61H113N2O7P
248231,C19H39N2O6P
248233,C63H119N2O7P
248234,C63H121N2O7P
248279,C55H113N2O7P
248288,C36H67N2O6P
248315,C38H65N2O6P
248316,C38H67N2O6P
248317,C36H63N2O6P
248319,C36H65N2O6P
248320,C40H69N2O6P
248322,C34H61N2O6P
248323,C34H63N2O6P
248324,C32H63N2O6P
248332,C34H65N2O6P
248336,C32H61N2O6P
248340,C30H59N2O6P
248341,C18H37N2O6P
248342,C20H41N2O6P
248423,C20H43N2O6P
248740,C18H39N2O6P
248755,C19H41N2O6P
248764,C37H73NO8
248766,C50H91NO8
248773,C39H77NO8
248775,C52H95NO8
248779,C41H81NO8
248781,C54H99NO8
248785,C56H103NO8
248789,C58H107NO8
248791,C60H111NO8
248793,C62H115NO8
248812,C48H87NO8
248819,C26H51NO8
248820,C28H55NO8
248821,C34H67NO8
248822,C46H91NO8
248823,C36H71NO8
248824,C44H87NO8
248825,C45H89NO8
248827,C50H99NO8
248828,C40H79NO8
248829,C30H59NO8
248830,C43H85NO8
248831,C52H103NO8
248832,C42H83NO8
248833,C32H63NO8
248835,C27H53NO8
248836,C48H95NO8
248837,C38H75NO8
248838,C54H107NO8
248920,C52H91NO9
248921,C52H93NO9
248922,C46H85NO9
248923,C42H81NO9
248925,C50H89NO9
248926,C50H91NO9
248927,C44H81NO9
248928,C44H83NO9
248929,C44H85NO9
248931,C54H95NO9
248932,C54H97NO9
248935,C52H95NO9
248936,C46H87NO9
248937,C46H89NO9
248938,C56H99NO9
248941,C54H99NO9
248942,C48H93NO9
248943,C58H103NO9
248944,C56H101NO9
248945,C56H103NO9
248946,C50H97NO9
248947,C60H107NO9
248948,C58H105NO9
248949,C58H107NO9
248950,C60H109NO9
248951,C60H111NO9
248952,C62H113NO9
248953,C62H115NO9
248954,C32H61NO13
248955,C46H79NO9
248956,C46H81NO9
248957,C44H77NO9
248958,C44H79NO9
248959,C48H83NO9
248960,C48H85NO9
248961,C42H75NO9
248962,C42H77NO9
248963,C40H77NO9
248966,C46H83NO9
248967,C50H87NO9
248971,C42H79NO9
248973,C48H87NO9
248975,C40H75NO9
248979,C38H73NO9
248981,C28H55NO9
248982,C34H67NO9
248983,C46H91NO9
248988,C50H99NO9
248990,C30H59NO9
248992,C52H103NO9
248994,C32H63NO9
248997,C48H95NO9
248999,C54H107NO9
249005,C43H83NO13
249007,C56H101NO13
249014,C45H87NO13
249016,C58H105NO13
249020,C47H91NO13
249022,C60H109NO13
249026,C62H113NO13
249030,C64H117NO13
249032,C66H121NO13
249034,C68H125NO13
249054,C54H97NO13
249061,C34H65NO13
249062,C40H77NO13
249063,C52H101NO13
249064,C42H81NO13
249065,C50H97NO13
249066,C51H99NO13
249068,C56H109NO13
249069,C46H89NO13
249070,C36H69NO13
249071,C49H95NO13
249072,C58H113NO13
249073,C48H93NO13
249074,C38H73NO13
249076,C33H63NO13
249077,C54H105NO13
249078,C44H85NO13
249079,C60H117NO13
249098,C48H89NO8
249108,C52H99NO8
249109,C62H109NO8
249114,C64H115NO8
249115,C64H117NO8
249159,C56H109NO8
249177,C54H99NO13
249187,C58H109NO13
249188,C68H119NO13
249193,C70H125NO13
249194,C70H127NO13
249226,C53H101NO13
249236,C35H65NO13
249240,C62H119NO13
249275,C70H129NO13
249307,C53H103NO13
249317,C35H67NO13
249320,C62H121NO13
249329,C40H71NO8
249356,C42H69NO8
249357,C42H71NO8
249358,C40H67NO8
249359,C40H69NO8
249360,C44H73NO8
249362,C38H65NO8
249363,C38H67NO8
249364,C36H67NO8
249372,C38H69NO8
249376,C36H65NO8
249380,C34H63NO8
249381,C22H41NO8
249382,C24H45NO8
249395,C23H43NO8
249435,C43H71NO8
249437,C41H69NO8
249441,C39H67NO8
249442,C39H69NO8
249455,C37H67NO8
249459,C35H65NO8
249564,C19H24O6
249565,C35H60N7O19P3S
249572,C23H34O5
249573,C20H28O3
249576,C22H30O3
249578,C43H66N7O19P3S
249581,C5H10O
249585,C48H78N7O21P3S
249586,C19H28O5S
249587,C46H83O19P3
249588,C65H107O19P3
249589,C59H99O19P3
249590,C55H95O19P3
249591,C50H87O19P3
249592,C63H103O19P3
249593,C63H105O19P3
249594,C57H95O19P3
249595,C57H97O19P3
249596,C57H99O19P3
249598,C67H109O19P3
249599,C67H111O19P3
249600,C52H91O19P3
249602,C65H109O19P3
249603,C59H101O19P3
249604,C59H103O19P3
249605,C69H113O19P3
249606,C54H95O19P3
249608,C67H113O19P3
249609,C61H107O19P3
249610,C71H117O19P3
249611,C69H115O19P3
249612,C69H117O19P3
249613,C63H111O19P3
249614,C73H121O19P3
249615,C71H119O19P3
249616,C71H121O19P3
249617,C73H123O19P3
249618,C73H125O19P3
249619,C75H127O19P3
249620,C75H129O19P3
249621,C59H93O19P3
249622,C59H95O19P3
249623,C57H91O19P3
249624,C57H93O19P3
249625,C61H97O19P3
249626,C61H99O19P3
249627,C55H89O19P3
249628,C55H91O19P3
249629,C53H91O19P3
249631,C55H93O19P3
249633,C59H97O19P3
249634,C63H101O19P3
249640,C61H101O19P3
249642,C53H89O19P3
249645,C51H87O19P3
249646,C39H65O19P3
249647,C41H69O19P3
249648,C47H81O19P3
249649,C59H105O19P3
249650,C49H85O19P3
249651,C57H101O19P3
249652,C58H103O19P3
249654,C63H113O19P3
249655,C53H93O19P3
249656,C43H73O19P3
249657,C56H99O19P3
249658,C65H117O19P3
249659,C55H97O19P3
249660,C45H77O19P3
249662,C40H67O19P3
249663,C61H109O19P3
249664,C51H89O19P3
249665,C67H121O19P3
249670,C50H89O19P3
249672,C63H107O19P3
249679,C52H93O19P3
249681,C65H111O19P3
249685,C54H97O19P3
249687,C67H115O19P3
249691,C69H119O19P3
249695,C71H123O19P3
249697,C73H127O19P3
249699,C75H131O19P3
249718,C61H103O19P3
249725,C39H67O19P3
249726,C41H71O19P3
249727,C47H83O19P3
249728,C59H107O19P3
249729,C49H87O19P3
249730,C57H103O19P3
249731,C58H105O19P3
249733,C29H55O19P3
249734,C63H115O19P3
249735,C53H95O19P3
249736,C43H75O19P3
249737,C56H101O19P3
249738,C65H119O19P3
249739,C55H99O19P3
249740,C45H79O19P3
249742,C40H69O19P3
249743,C61H111O19P3
249744,C51H91O19P3
249745,C67H123O19P3
249749,C49H89O19P3
249750,C44H81O19P3
249755,C51H93O19P3
249758,C61H105O19P3
249759,C46H85O19P3
249763,C53H97O19P3
249765,C48H89O19P3
249768,C55H101O19P3
249770,C63H109O19P3
249772,C57H105O19P3
249774,C65H113O19P3
249775,C65H115O19P3
249776,C67H117O19P3
249777,C67H119O19P3
249778,C69H121O19P3
249779,C69H123O19P3
249780,C53H87O19P3
249782,C51H85O19P3
249786,C49H83O19P3
249804,C45H81O19P3
249805,C33H59O19P3
249806,C35H63O19P3
249807,C41H75O19P3
249808,C53H99O19P3
249809,C43H79O19P3
249810,C51H95O19P3
249811,C52H97O19P3
249813,C57H107O19P3
249814,C47H87O19P3
249815,C37H67O19P3
249816,C50H93O19P3
249817,C59H111O19P3
249818,C49H91O19P3
249819,C39H71O19P3
249821,C34H61O19P3
249822,C55H103O19P3
249823,C45H83O19P3
249824,C61H115O19P3
249829,C40H77O19P3
249834,C47H89O19P3
249835,C45H85O19P3
249838,C42H81O19P3
249842,C49H93O19P3
249844,C44H85O19P3
249847,C51H97O19P3
249851,C53H101O19P3
249867,C43H81O19P3
249870,C41H77O19P3
249884,C31H59O19P3
249885,C37H71O19P3
249886,C49H95O19P3
249887,C39H75O19P3
249888,C47H91O19P3
249889,C48H93O19P3
249891,C53H103O19P3
249892,C43H83O19P3
249893,C33H63O19P3
249894,C46H89O19P3
249895,C55H107O19P3
249897,C35H67O19P3
249899,C30H57O19P3
249900,C51H99O19P3
249901,C41H79O19P3
249902,C57H111O19P3
249908,C48H85O19P3
249909,C48H87O19P3
249910,C42H77O19P3
249911,C42H79O19P3
249916,C37H73O19P3
249918,C50H91O19P3
249919,C44H83O19P3
249922,C39H77O19P3
249924,C52H95O19P3
249926,C34H67O19P3
249929,C54H99O19P3
249933,C56H103O19P3
249935,C58H107O19P3
249936,C60H109O19P3
249937,C60H111O19P3
249938,C44H75O19P3
249939,C26H50O16P2
249940,C44H77O19P3
249941,C42H73O19P3
249942,C42H75O19P3
249943,C46H79O19P3
249944,C46H81O19P3
249945,C40H71O19P3
249946,C40H73O19P3
249947,C38H73O19P3
249950,C44H79O19P3
249951,C48H83O19P3
249953,C27H53O19P3
249956,C40H75O19P3
249960,C38H71O19P3
249964,C36H69O19P3
249965,C24H47O19P3
249966,C26H51O19P3
249967,C32H63O19P3
249968,C44H87O19P3
249969,C42H83O19P3
249970,C43H85O19P3
249972,C48H95O19P3
249973,C38H75O19P3
249974,C28H55O19P3
249976,C50H99O19P3
249977,C40H79O19P3
249978,C30H59O19P3
249980,C25H49O19P3
249981,C46H91O19P3
249982,C36H71O19P3
249983,C52H103O19P3
249984,C35H69O19P3
250045,C37H63O19P3
250053,C39H73O19P3
250062,C38H65O19P3
250066,C19H37O19P3
250090,C21H41O19P3
250099,C71H125O19P3
250102,C73H129O19P3
250129,C37H65O19P3
250130,C39H69O19P3
250137,C61H113O19P3
250139,C41H73O19P3
250141,C63H117O19P3
250143,C43H77O19P3
250145,C38H67O19P3
250146,C59H109O19P3
250148,C65H121O19P3
250163,C31H57O19P3
250184,C51H83O19P3
250186,C49H81O19P3
250187,C29H57O19P3
250191,C47H79O19P3
250210,C31H55O19P3
250226,C32H57O19P3
250248,C46H87O19P3
250264,C33H61O19P3
250277,C27H52O16P2
250294,C50H95O19P3
250296,C55H105O19P3
250298,C35H65O19P3
250299,C48H91O19P3
250300,C57H109O19P3
250302,C37H69O19P3
250304,C32H59O19P3
250308,C59H113O19P3
250374,C50H97O19P3
250384,C32H61O19P3
250387,C59H115O19P3
250494,C75H125O19P3
250499,C77H131O19P3
250500,C77H133O19P3
250513,C65H105O19P3
250533,C60H107O19P3
250543,C42H71O19P3
250546,C69H125O19P3
250579,C77H135O19P3
250624,C69H127O19P3
250657,C62H113O19P3
250658,C62H115O19P3
250690,C45H89O19P3
250703,C54H107O19P3
250736,C31H61O19P3
250784,C29H56O16P2
250823,C75H133O19P3
250869,C67H125O19P3
250933,C52H99O19P3
250943,C34H63O19P3
250946,C61H117O19P3
251012,C52H101O19P3
251022,C34H65O19P3
251025,C61H119O19P3
251054,C77H129O19P3
251059,C79H135O19P3
251060,C79H137O19P3
251093,C62H111O19P3
251107,C71H129O19P3
251138,C64H117O19P3
251139,C64H119O19P3
251168,C47H93O19P3
251181,C56H111O19P3
251225,C33H62O16P2
251284,C29H53O19P3
251300,C77H137O19P3
251306,C17H33O19P3
251345,C69H129O19P3
251382,C71H131O19P3
251405,C21H40O16P2
251413,C54H105O19P3
251425,C63H123O19P3
251455,C79H133O19P3
251460,C81H139O19P3
251461,C81H141O19P3
251475,C23H44O16P2
251495,C64H115O19P3
251509,C73H133O19P3
251545,C79H139O19P3
251554,C31H60O16P2
251625,C79H141O19P3
251669,C39H76O16P2
251672,C71H133O19P3
251698,C71H127O19P3
251704,C73H135O19P3
251734,C56H109O19P3
251747,C65H127O19P3
251782,C83H143O19P3
251783,C83H145O19P3
251816,C66H119O19P3
251830,C75H137O19P3
251866,C81H143O19P3
251947,C81H145O19P3
251990,C73H137O19P3
252025,C83H147O19P3
252057,C66H121O19P3
252070,C75H139O19P3
252106,C83H149O19P3
252137,C66H123O19P3
252150,C75H141O19P3
252176,C35H61O19P3
252186,C85H151O19P3
252197,C14H27O19P3
252208,C40H78O16P2
252220,C68H125O19P3
252233,C77H143O19P3
252299,C68H127O19P3
252312,C77H145O19P3
252349,C53H83O19P3
252350,C51H79O19P3
252351,C51H81O19P3
252352,C55H85O19P3
252353,C36H70O16P2
252354,C55H87O19P3
252355,C49H77O19P3
252356,C49H79O19P3
252360,C53H85O19P3
252361,C57H89O19P3
252369,C47H77O19P3
252373,C45H75O19P3
252374,C33H53O19P3
252375,C35H57O19P3
252384,C37H61O19P3
252390,C34H55O19P3
252455,C33H55O19P3
252456,C35H59O19P3
252472,C34H57O19P3
252494,C30H55O19P3
252518,C47H75O19P3
252537,C31H51O19P3
252541,C29H49O19P3
252553,C32H53O19P3
252578,C31H53O19P3
252618,C33H57O19P3
252632,C32H55O19P3
252712,C36H59O19P3
252785,C27H51O19P3
252793,C36H61O19P3
252869,C30H51O19P3
252934,C29H51O19P3
252950,C30H53O19P3
253021,C28H53O19P3
253258,C34H59O19P3
253338,C38H63O19P3
253818,C36H63O19P3
253834,C15H29O19P3
253960,C27H49O19P3
253974,C28H51O19P3
254026,C23H45O19P3
254054,C24H46O16P2
254202,C35H68O16P2
254231,C34H66O16P2
254276,C25H47O19P3
254290,C26H49O19P3
254322,C81H137O19P3
254324,C45H73O19P3
254328,C85H149O19P3
254329,C85H153O19P3
254330,C53H81O19P3
254354,C13H25O19P3
254357,C53H105O19P3
254358,C33H65O19P3
254359,C49H97O19P3
254360,C51H101O19P3
254362,C61H121O19P3
254366,C65H129O19P3
254371,C57H113O19P3
254373,C69H137O19P3
254513,C16H31O19P3
254591,C22H43O19P3
254667,C59H117O19P3
254672,C55H109O19P3
254906,C58H115O19P3
254912,C60H119O19P3
255063,C63H125O19P3
255223,C18H35O19P3
255345,C37H72O16P2
255385,C67H133O19P3
255468,C38H74O16P2
255537,C20H39O19P3
255984,C37H70O16P2
256014,C46H82O16P2
256015,C65H106O16P2
256016,C59H98O16P2
256017,C55H94O16P2
256018,C50H86O16P2
256019,C63H102O16P2
256020,C63H104O16P2
256021,C57H94O16P2
256022,C57H96O16P2
256023,C57H98O16P2
256025,C67H108O16P2
256026,C67H110O16P2
256027,C49H94O16P2
256028,C52H90O16P2
256030,C65H108O16P2
256031,C59H100O16P2
256032,C59H102O16P2
256033,C69H112O16P2
256034,C54H94O16P2
256036,C67H112O16P2
256037,C61H106O16P2
256038,C71H116O16P2
256039,C69H114O16P2
256040,C69H116O16P2
256041,C63H110O16P2
256042,C73H120O16P2
256043,C71H118O16P2
256044,C71H120O16P2
256045,C73H122O16P2
256046,C73H124O16P2
256047,C75H126O16P2
256048,C75H128O16P2
256049,C59H92O16P2
256050,C59H94O16P2
256051,C57H90O16P2
256052,C57H92O16P2
256053,C61H96O16P2
256054,C61H98O16P2
256055,C55H88O16P2
256056,C55H90O16P2
256057,C53H90O16P2
256060,C59H96O16P2
256061,C63H100O16P2
256065,C55H92O16P2
256067,C61H100O16P2
256069,C53H88O16P2
256074,C51H86O16P2
256075,C39H64O16P2
256076,C41H68O16P2
256077,C47H80O16P2
256078,C59H104O16P2
256079,C49H84O16P2
256080,C57H100O16P2
256081,C58H102O16P2
256083,C63H112O16P2
256084,C43H74O16P2
256085,C53H92O16P2
256086,C43H72O16P2
256087,C56H98O16P2
256088,C65H116O16P2
256089,C55H96O16P2
256090,C45H76O16P2
256092,C40H66O16P2
256093,C61H108O16P2
256094,C51H88O16P2
256095,C67H120O16P2
256097,C44H80O16P2
256101,C50H88O16P2
256103,C63H106O16P2
256111,C52H92O16P2
256113,C65H110O16P2
256117,C54H96O16P2
256119,C67H114O16P2
256121,C37H66O16P2
256124,C69H118O16P2
256128,C71H122O16P2
256130,C73H126O16P2
256132,C41H76O16P2
256133,C75H130O16P2
256152,C61H102O16P2
256155,C29H54O16P2
256159,C39H66O16P2
256160,C41H70O16P2
256161,C47H82O16P2
256162,C59H106O16P2
256163,C49H86O16P2
256164,C57H102O16P2
256165,C58H104O16P2
256167,C63H114O16P2
256168,C53H94O16P2
256169,C56H100O16P2
256170,C65H118O16P2
256171,C55H98O16P2
256172,C45H78O16P2
256174,C40H68O16P2
256175,C61H110O16P2
256176,C51H90O16P2
256177,C67H122O16P2
256181,C49H88O16P2
256186,C51H92O16P2
256189,C61H104O16P2
256190,C46H84O16P2
256194,C53H96O16P2
256196,C48H88O16P2
256199,C55H100O16P2
256201,C63H108O16P2
256203,C57H104O16P2
256205,C65H112O16P2
256206,C65H114O16P2
256207,C67H116O16P2
256208,C67H118O16P2
256209,C69H120O16P2
256210,C69H122O16P2
256211,C53H86O16P2
256213,C51H84O16P2
256217,C49H82O16P2
256236,C33H58O16P2
256237,C35H62O16P2
256238,C41H74O16P2
256239,C53H98O16P2
256240,C43H78O16P2
256241,C51H94O16P2
256242,C52H96O16P2
256244,C57H106O16P2
256245,C47H86O16P2
256246,C50H92O16P2
256247,C59H110O16P2
256248,C49H90O16P2
256249,C39H70O16P2
256251,C34H60O16P2
256252,C55H102O16P2
256253,C45H82O16P2
256254,C61H114O16P2
256259,C40H76O16P2
256264,C47H88O16P2
256268,C42H80O16P2
256272,C49H92O16P2
256273,C31H58O16P2
256275,C44H84O16P2
256278,C51H96O16P2
256282,C53H100O16P2
256298,C43H80O16P2
256314,C39H74O16P2
256315,C47H90O16P2
256316,C48H92O16P2
256318,C53H102O16P2
256319,C43H82O16P2
256321,C46H88O16P2
256322,C55H106O16P2
256324,C35H66O16P2
256326,C30H56O16P2
256327,C51H98O16P2
256328,C41H78O16P2
256329,C57H110O16P2
256335,C48H84O16P2
256336,C48H86O16P2
256337,C42H76O16P2
256338,C42H78O16P2
256344,C38H72O16P2
256346,C50H90O16P2
256347,C44H82O16P2
256352,C52H94O16P2
256356,C54H98O16P2
256360,C56H102O16P2
256362,C58H106O16P2
256363,C60H108O16P2
256364,C60H110O16P2
256365,C44H74O16P2
256366,C44H76O16P2
256367,C42H72O16P2
256368,C42H74O16P2
256369,C46H78O16P2
256370,C46H80O16P2
256371,C40H70O16P2
256372,C40H72O16P2
256376,C44H78O16P2
256377,C48H82O16P2
256381,C40H74O16P2
256385,C38H70O16P2
256388,C36H68O16P2
256391,C32H62O16P2
256392,C44H86O16P2
256394,C42H82O16P2
256395,C43H84O16P2
256397,C48H94O16P2
256399,C28H54O16P2
256401,C50H98O16P2
256403,C30H58O16P2
256406,C46H90O16P2
256408,C52H102O16P2
256469,C37H62O16P2
256485,C38H64O16P2
256520,C71H124O16P2
256522,C73H128O16P2
256548,C37H64O16P2
256549,C39H68O16P2
256555,C61H112O16P2
256557,C41H72O16P2
256559,C63H116O16P2
256561,C43H76O16P2
256563,C38H66O16P2
256564,C59H108O16P2
256566,C65H120O16P2
256601,C51H82O16P2
256603,C49H80O16P2
256607,C47H78O16P2
256613,C31H54O16P2
256642,C32H56O16P2
256665,C46H86O16P2
256705,C31H56O16P2
256706,C33H60O16P2
256707,C39H72O16P2
256711,C50H94O16P2
256713,C55H104O16P2
256715,C35H64O16P2
256716,C48H90O16P2
256717,C57H108O16P2
256719,C37H68O16P2
256721,C32H58O16P2
256724,C59H112O16P2
256791,C50H96O16P2
256801,C32H60O16P2
256804,C59H114O16P2
256913,C75H124O16P2
256918,C77H130O16P2
256919,C77H132O16P2
256933,C65H104O16P2
256952,C60H106O16P2
256962,C42H70O16P2
256965,C69H124O16P2
257000,C77H134O16P2
257046,C69H126O16P2
257077,C62H112O16P2
257078,C62H114O16P2
257110,C45H88O16P2
257121,C54H106O16P2
257235,C75H132O16P2
257281,C67H124O16P2
257348,C52H98O16P2
257357,C34H62O16P2
257360,C61H116O16P2
257425,C52H100O16P2
257435,C34H64O16P2
257438,C61H118O16P2
257466,C77H128O16P2
257472,C79H134O16P2
257473,C79H136O16P2
257504,C62H110O16P2
257517,C71H128O16P2
257550,C64H116O16P2
257551,C64H118O16P2
257583,C47H92O16P2
257596,C56H110O16P2
257623,C51H100O16P2
257713,C77H136O16P2
257758,C69H128O16P2
257792,C71H130O16P2
257824,C54H104O16P2
257837,C63H122O16P2
257864,C79H132O16P2
257869,C81H138O16P2
257871,C81H140O16P2
257892,C64H114O16P2
257917,C73H132O16P2
257940,C19H36O16P2
257953,C79H138O16P2
258035,C79H140O16P2
258079,C71H132O16P2
258105,C71H126O16P2
258111,C73H134O16P2
258121,C14H26O16P2
258144,C56H108O16P2
258157,C65H126O16P2
258192,C83H142O16P2
258193,C83H144O16P2
258226,C66H118O16P2
258238,C75H136O16P2
258274,C81H142O16P2
258353,C81H144O16P2
258397,C73H136O16P2
258431,C83H146O16P2
258464,C66H120O16P2
258477,C75H138O16P2
258512,C83H148O16P2
258545,C66H122O16P2
258559,C75H140O16P2
258594,C85H150O16P2
258625,C68H124O16P2
258638,C77H142O16P2
258705,C68H126O16P2
258719,C77H144O16P2
258738,C27H50O16P2
258756,C53H82O16P2
258757,C51H78O16P2
258758,C51H80O16P2
258759,C55H84O16P2
258760,C55H86O16P2
258761,C49H76O16P2
258762,C49H78O16P2
258766,C53H84O16P2
258767,C57H88O16P2
258775,C47H76O16P2
258779,C45H74O16P2
258780,C33H52O16P2
258781,C35H56O16P2
258790,C37H60O16P2
258796,C34H54O16P2
258860,C33H54O16P2
258861,C35H58O16P2
258877,C34H56O16P2
258922,C47H74O16P2
258941,C31H50O16P2
258954,C32H52O16P2
258958,C33H64O16P2
259017,C31H52O16P2
259018,C33H56O16P2
259026,C35H60O16P2
259032,C32H54O16P2
259113,C36H58O16P2
259194,C36H60O16P2
259260,C29H48O16P2
259274,C30H50O16P2
259337,C29H50O16P2
259353,C30H52O16P2
259359,C18H34O16P2
259427,C28H52O16P2
259668,C34H58O16P2
259749,C38H62O16P2
260051,C29H52O16P2
260062,C30H54O16P2
260222,C36H62O16P2
260367,C27H48O16P2
260381,C28H50O16P2
260430,C26H48O16P2
260600,C49H96O16P2
260690,C25H46O16P2
260719,C16H30O16P2
260737,C81H136O16P2
260742,C85H148O16P2
260743,C85H152O16P2
260745,C53H80O16P2
260751,C45H72O16P2
260769,C13H24O16P2
260771,C53H104O16P2
260773,C61H120O16P2
260777,C65H128O16P2
260780,C15H28O16P2
260781,C57H112O16P2
260783,C69H136O16P2
260984,C22H42O16P2
261059,C59H116O16P2
261064,C55H108O16P2
261288,C58H114O16P2
261295,C60H118O16P2
261445,C63H124O16P2
261770,C67H132O16P2
261914,C20H38O16P2
262385,C46H84O22P4
262386,C65H108O22P4
262387,C59H100O22P4
262388,C55H96O22P4
262389,C50H88O22P4
262390,C63H104O22P4
262391,C63H106O22P4
262392,C57H96O22P4
262393,C57H98O22P4
262394,C57H100O22P4
262396,C67H110O22P4
262397,C67H112O22P4
262398,C52H92O22P4
262399,C41H72O22P4
262401,C65H110O22P4
262402,C59H102O22P4
262403,C59H104O22P4
262404,C69H114O22P4
262405,C54H96O22P4
262407,C67H114O22P4
262408,C61H108O22P4
262409,C71H118O22P4
262410,C69H116O22P4
262411,C69H118O22P4
262412,C63H112O22P4
262413,C73H122O22P4
262414,C71H120O22P4
262415,C71H122O22P4
262416,C73H124O22P4
262417,C73H126O22P4
262418,C75H128O22P4
262419,C57H102O22P4
262420,C75H130O22P4
262421,C59H94O22P4
262422,C59H96O22P4
262423,C57H92O22P4
262424,C57H94O22P4
262425,C61H98O22P4
262426,C61H100O22P4
262427,C55H90O22P4
262428,C55H92O22P4
262429,C53H92O22P4
262432,C59H98O22P4
262433,C63H102O22P4
262437,C55H94O22P4
262439,C61H102O22P4
262440,C23H46O22P4
262442,C53H90O22P4
262446,C51H88O22P4
262447,C39H66O22P4
262448,C41H70O22P4
262449,C47H82O22P4
262450,C59H106O22P4
262451,C49H86O22P4
262452,C35H64O22P4
262453,C58H104O22P4
262455,C63H114O22P4
262456,C53H94O22P4
262457,C43H74O22P4
262458,C56H100O22P4
262459,C65H118O22P4
262460,C55H98O22P4
262461,C45H78O22P4
262463,C40H68O22P4
262464,C38H74O22P4
262465,C61H110O22P4
262466,C51H90O22P4
262467,C67H122O22P4
262472,C50H90O22P4
262474,C63H108O22P4
262481,C52H94O22P4
262483,C65H112O22P4
262488,C54H98O22P4
262490,C67H116O22P4
262494,C69H120O22P4
262498,C71H124O22P4
262500,C73H128O22P4
262502,C75H132O22P4
262517,C40H78O22P4
262521,C61H104O22P4
262528,C39H68O22P4
262529,C47H84O22P4
262530,C59H108O22P4
262531,C49H88O22P4
262532,C57H104O22P4
262533,C58H106O22P4
262535,C63H116O22P4
262536,C53H96O22P4
262537,C43H76O22P4
262538,C56H102O22P4
